given,family,sequence,affiliation,DOI
Linlin,Zheng,additional,"Huaqiao University, Quanzhou, P.R. China",10.1177/21582440211031604
Peixu,He,additional,"Huaqiao University, Quanzhou, P.R. China",10.1177/21582440211031604
Wei,Zheng,first,"Sanming University, Fujian Province, China",10.1177/21582440211058196
Yu-Yu,Ma,additional,"Minnan Normal University, Zhang Zhou, Fujian, China",10.1177/21582440211058196
Hung-Lung,Lin,additional,"Sanming University, Fujian Province, China",10.1177/21582440211058196
Nila Armelia,Windasari,first,"School of Business and Management, Institut Teknologi Bandung, Indonesia",10.1177/21582440211056606
Fu-ren,Lin,additional,"Institute of Service Science, National Tsing Hua University, Taiwan",10.1177/21582440211056606
Yunhong,Wang,first,"Jinan University, Guangzhou, China",10.1177/21582440211060349
Gao,Zhang,additional,"Jinan University, Zhuhai, China",10.1177/21582440211060349
Huan,Liu,first,"Zhejiang University of Finance & Economics, Hangzhou, China",10.1177/21582440211016413
Monique,O’Bryant,first,"U.S. Census Bureau, Oak Brook, IL, USA",10.1177/21582440211001378
Prathiba,Natesan Batley,additional,"Brunel University London, Uxbridge, UK",10.1177/21582440211001378
Anthony J.,Onwuegbuzie,additional,"University of Cambridge, UK",10.1177/21582440211001378
Lloyd Hawkeye,Robertson,first,"University of Regina, Saskatchewan, Canada",10.1177/21582440211015202
Jian Ming,Luo,first,"City University of Macau, Macau, China",10.1177/21582440211050390
Chi Fung,Lam,additional,"The Chinese University of Hong Kong, Hong Kong, China",10.1177/21582440211050390
Hongyu,Wang,additional,"Nankai University, Tianjin, China",10.1177/21582440211050390
Ruan,Spies,first,"North West University, Potchefstroom, South Africa",10.1177/21582440211047577
Robbie,Duschinsky,additional,"Cambridge University, Cambridgeshire, UK",10.1177/21582440211047577
Mohammad,Salehi,first,"Sharif University of Technology, Tehran, Islamic Republic of Iran",10.1177/21582440211004156
Samaneh,Gholampour,additional,"Azad University, Tehran, Islamic Republic of Iran",10.1177/21582440211004156
Marina,Biti,first,"University of Rijeka, Croatia",10.1177/2158244020988522
Iva,Rosanda Žigo,additional,"University North, Koprivnica, Croatia",10.1177/2158244020988522
May Thu,Kyaw,first,"Hiroshima University, Japan",10.1177/21582440211061349
Yi-Jhen,Wu,first,"The Center for Research on Education and School Development, TU Dortmund, Germany",10.1177/21582440211061382
Yi-Hsin,Chen,additional,"Department of Educational and Psychological Studies, University of South Florida, Tampa, USA",10.1177/21582440211061382
Sarah M.,Kiefer,additional,"Department of Educational and Psychological Studies, University of South Florida, Tampa, USA",10.1177/21582440211061382
Claus H.,Carstensen,additional,"Psychology and Methods of Educational Research, Otto-Friedrich-Universität Bamberg, Germany",10.1177/21582440211061382
Barry Lee,Reynolds,first,"Faculty of Education, University of Macau, Taipa, Macau SAR, China + Centre for Cognitive and Brain Sciences, University of Macau, Taipa, Macau SAR, China",10.1177/21582440211052932
Sylvia,Liu,additional,"Faculty of Education, University of Macau, Taipa, Macau SAR, China",10.1177/21582440211052932
Maja,Milosavljevic,additional,"Faculty of Education, University of Macau, Taipa, Macau SAR, China",10.1177/21582440211052932
Chen,Ding,additional,"Faculty of Education, University of Macau, Taipa, Macau SAR, China",10.1177/21582440211052932
Jennifer,McDonald,additional,"Faculty of Education, University of Macau, Taipa, Macau SAR, China",10.1177/21582440211052932
Shaher H.,Zyoud,first,"Palestine Technical University–Kadoorei, Tulkarem, Palestine",10.1177/21582440211027574
Ahed H.,Zyoud,additional,"An-Najah National University, Nablus, Palestine",10.1177/21582440211027574
Mario Alberto,de la Puente Pacheco,first,"Universidad del Norte, Barranquilla, Colombia",10.1177/21582440211052553
Carlos Mario,de Oro Aguado,additional,"Universidad del Norte, Barranquilla, Colombia",10.1177/21582440211052553
Elkyn,Lugo Arias,additional,"Corporación Universitaria Minuto de Dios, Uniminuto, Barranquilla, Colombia",10.1177/21582440211052553
Heidy,Rico,additional,"Corporacion Universitaria Americana, Gisela research group, Barranquilla, Colombia",10.1177/21582440211052553
Diana,Cifuentes,additional,"Universidad Benito Juarez, Puebla, Mexico",10.1177/21582440211052553
Mohan,Zhang,first,"Hangzhou Normal University, Hangzhou, China",10.1177/21582440211002175
Jing,Tian,additional,"Hangzhou Dianzi University, Hangzhou, China",10.1177/21582440211002175
Hao,Ni,additional,"Zhejiang University, Hangzhou, China",10.1177/21582440211002175
Guangbao,Fang,additional,"Monash University, Melbourne, Victoria, Australia",10.1177/21582440211002175
Fengdi,Chu,first,"Central China Normal University, Wuhan, P.R.China",10.1177/21582440211052554
Wei,Zhang,additional,"Sichuan University, Chengdu, P.R. China",10.1177/21582440211052554
Shaobo,Wu,additional,"Southwest University for Nationalities, Chengdu, P.R. China",10.1177/21582440211052554
Guolei,Liu,additional,"Central China Normal University, Wuhan, P.R.China",10.1177/21582440211052554
Muhammad Adzran Che,Mustapa,first,"Pusat Pengajian Citra Universiti, Universiti Kebangsaan Malaysia, Bangi, Malaysia",10.1177/21582440211046939
Ahmad Firdhaus,Arham,additional,"Pusat Pengajian Citra Universiti, Universiti Kebangsaan Malaysia, Bangi, Malaysia",10.1177/21582440211046939
Latifah,Amin,additional,"Pusat Pengajian Citra Universiti, Universiti Kebangsaan Malaysia, Bangi, Malaysia + The Institute of Islam Hadhari, Universiti Kebangsaan Malaysia, Bangi, Malaysia",10.1177/21582440211046939
Hasrizul,Hashim,additional,"The Ministry of Science, Technology, and Innovation (MOSTI), Federal Government Administrative Centre, Putrajaya, Malaysia",10.1177/21582440211046939
Ahmet,Göçen,first,"Harran University, Sanliurfa, Turkey",10.1177/21582440211040777
Sedat,Şen,additional,"Harran University, Sanliurfa, Turkey",10.1177/21582440211040777
Khalid Hamad,Abaalzamat,first,"Qatar University, Doha, Qatar",10.1177/21582440211022737
Khalid Ibrahim,Al-Sulaiti,additional,"Qatar University, Doha, Qatar + Cultural Village Foundation–Katara, Doha, Qatar",10.1177/21582440211022737
Nidal Mohammed,Alzboun,additional,"The University of Jordan, Amman, Jordan",10.1177/21582440211022737
Hamzah Ali,Khawaldah,additional,"The University of Jordan, Amman, Jordan",10.1177/21582440211022737
Robert Becker,Pickson,first,"Sichuan Agricultural University, Chengdu, China",10.1177/21582440211032638
Ge,He,additional,"Sichuan Agricultural University, Chengdu, China",10.1177/21582440211032638
Yan,Wang,first,"North Minzu University, P. R. China",10.1177/21582440211008154
Chen,Wang,additional,"Nanjing University of Finance and Economics, P. R. China",10.1177/21582440211008154
Ruilian,Zhang,additional,"University of Queensland, Brisbane, Australia",10.1177/21582440211008154
Junzhuo,Xu,additional,"Hohai University, P. R. China",10.1177/21582440211008154
Peeter,Lusmägi,first,"Tallinn University, Estonia + Estonian Olympic Committee, Tallinn, Estonia",10.1177/21582440211032943
Kadri,Aavik,additional,"Tallinn University, Estonia",10.1177/21582440211032943
Friday Romanus,Okpo,first,"University of Nigeria, Nsukka, Nigeria",10.1177/21582440211006147
Ying-Sing,Liu,first,"Chaoyang University of Technology, Taichung",10.1177/21582440211052947
Tiaoyuan,Mao,first,"Beijing Foreign Studies University, People’s Republic of China",10.1177/21582440211011472
Shanhua,He,additional,"Yangzhou University, People’s Republic of China",10.1177/21582440211011472
Muhammad,Luqman,first,"University of Sargodha, Pakistan",10.1177/21582440211007126
Saleem,Ashraf,additional,"In-Service Agricultural Training Institutes, Rahim Yar Khan, Pakistan",10.1177/21582440211007126
Babar,Shahbaz,additional,"University of Agriculture Faisalabad, Pakistan",10.1177/21582440211007126
Tahir Munir,Butt,additional,"University of Agriculture Faisalabad, Pakistan",10.1177/21582440211007126
Raheel,Saqib,additional,"The University of Agriculture, Peshawar, Pakistan",10.1177/21582440211007126
Altuğ,Tanaltay,first,"Sabanci University, Sabanci Business School, Istanbul, Turkey",10.1177/21582440211004153
Amirreza Safari,Langroudi,additional,"Sabanci University, Sabanci Business School, Istanbul, Turkey",10.1177/21582440211004153
Raha,Akhavan-Tabatabaei,additional,"Sabanci University, Sabanci Business School, Istanbul, Turkey",10.1177/21582440211004153
Nihat,Kasap,additional,"Sabanci University, Sabanci Business School, Istanbul, Turkey",10.1177/21582440211004153
Shujuan,Luo,first,"Hubei University, Wuhan, China",10.1177/21582440221079820
Vilma,Seeberg,additional,"Kent State University, OH, USA",10.1177/21582440221079820
Jian-E,Peng,first,"Shantou University, China",10.1177/21582440211008870
Yuting,Zheng,additional,"Shantou University, China",10.1177/21582440211008870
Kristin E.,Gibson,first,"University of Georgia, Athens, USA",10.1177/21582440211061324
Catherine E.,Sanders,additional,"University of Georgia, Athens, USA",10.1177/21582440211061324
Alexa J.,Lamm,additional,"University of Georgia, Athens, USA",10.1177/21582440211061324
Ilknur,Ayar,first,"Cankiri Karatekin University, Turkey",10.1177/21582440211047563
Ahmet,Gürbüz,additional,"Karabuk University, Turkey",10.1177/21582440211047563
Chuka Fred,Ononye,first,"University of Nigeria, Nsukka, Nigeria",10.1177/21582440211023149
Olaosun Ibrahim,Esan,additional,"Obafemi Awolowo University, Ile-Ife, Nigeria",10.1177/21582440211023149
Ahmed,Yunana,additional,"Gombe State University, Gombe, Nigeria",10.1177/21582440211023149
Ting-Ting,Sun,first,"School of Economics, Qingdao University, China",10.1177/21582440211038347
Chi-Wei,Su,additional,"School of Economics, Qingdao University, China",10.1177/21582440211038347
Ran,Tao,additional,"School of Economics, Qingdao University, China",10.1177/21582440211038347
Meng,Qin,additional,"Graduate Academy, Party School of the Central Committee of the Communist Party of China (National Academy of Governance), Beijing, China",10.1177/21582440211038347
Xiaowen,Wang,first,"Guangdong University of Foreign Studies, Guangzhou, China + The Hong Kong Polytechnic University, Hong Kong SAR, China",10.1177/21582440211031556
Chu-Ren,Huang,additional,"The Hong Kong Polytechnic University, Hong Kong SAR, China",10.1177/21582440211031556
Sarah,Cuschieri,first,"University of Malta, Malta",10.1177/21582440221082123
Neville,Calleja,additional,"University of Malta, Malta",10.1177/21582440221082123
Julian,Mamo,additional,"University of Malta, Malta",10.1177/21582440221082123
William S.,Pearson,first,"University of Exeter, Exeter, Devon, UK",10.1177/21582440221079842
Ming,Guan,first,"Xuchang University, China",10.1177/2158244021999384
Meihua,Liu,first,"Tsinghua University, Beijing, China",10.1177/21582440211047550
Min,Hong,additional,"Anhui International Studies University, Hefei, China",10.1177/21582440211047550
Bo,Zhang,first,"Department of Education Information Technology, Faculty of Education, East China Normal University, Shanghai, China",10.1177/21582440211014507
Nigel,Robb,additional,"College of Arts and Sciences, University of Tokyo, Japan",10.1177/21582440211014507
Christopher L.,Thomas,first,"The University of Texas at Tyler, USA",10.1177/21582440211031900
Jerrell C.,Cassady,additional,"Ball State University, Muncie, IN, USA",10.1177/21582440211031900
Yanan,Huang,first,"Shenyang Agricultural University, China",10.1177/21582440211015672
Xu,Li,additional,"Shenyang Agricultural University, China",10.1177/21582440211015672
Guangsheng,Zhang,additional,"Liaoning University, Shenyang, China",10.1177/21582440211015672
Hamood Mohammed,Al-Hattami,first,"Hodeidah University, Yemen",10.1177/21582440211007111
Sarkawt Muhammad,Qadir,first,"Near East University, Nicosia, Cyprus",10.1177/21582440211007121
Hanife,Bensen Bostanci,additional,"Near East University, Nicosia, Cyprus",10.1177/21582440211007121
Mustafa,Kurt,additional,"Near East University, Nicosia, Cyprus",10.1177/21582440211007121
Jinjin,Zhang,first,"China national clearing center, The People’s Bank of China, China",10.1177/21582440211065455
Xin,Li,additional,"Macau University of Science and Technology, Taipa, Macao",10.1177/21582440211065455
Yong-Hong,Kuo,additional,"The University of Hong Kong, Hong Kong",10.1177/21582440211065455
Yan,Chen,additional,"Macau University of Science and Technology, Taipa, Macao",10.1177/21582440211065455
Guanxing,Xiong,first,"South China Normal University, Guangzhou, China",10.1177/21582440211033560
Huadong,Huang,additional,"Macau University of Science and Technology, China",10.1177/21582440211033560
Yingyi,Ma,additional,"South China Normal University, Guangzhou, China",10.1177/21582440211033560
Cuiqi,Liang,additional,"South China University of Technology, Guangzhou, China",10.1177/21582440211033560
Haixia,Wang,additional,"Jinan University, Guangzhou, China",10.1177/21582440211033560
Saliha Gul,Abbasi,first,"Department of Management Sciences, The University of Azad Jammu & Kashmir, Muzaffarabad, Pakistan",10.1177/21582440211054504
Mazhar,Abbas,additional,"University of Ha’il, Kingdom of Saudi Arabia",10.1177/21582440211054504
Mahir,Pradana,additional,"Department of Business Administration, Faculty of Communication & Business Telkom University Bandung Indonesia",10.1177/21582440211054504
Serhan Abdullah Salem,Al-Shammari,additional,"University of Ha’il, Kingdom of Saudi Arabia",10.1177/21582440211054504
Umer,Zaman,additional,"Endicott College of International Studies Woosong University, Daejeon, South Korea",10.1177/21582440211054504
Muhammad Shahid,Nawaz,additional,"Institute of Business, Management & Administrative Sciences, The Islamia University of Bahawalpur, Pakistan",10.1177/21582440211054504
Feifei,Han,first,"Griffith University, Brisbane, Queensland, Australia",10.1177/21582440211008423
Pamelia E.,Brott,first,"University of Tennessee, Knoxville, TN, USA",10.1177/21582440211061526
David A.,Willis,additional,"University of Tennessee, Knoxville, TN, USA",10.1177/21582440211061526
Chin-Ting,Liu,first,"National Chin-Yi University of Technology, Taichung, Taiwan",10.1177/21582440211068467
Yuan-shan,Chen,additional,"National Chin-Yi University of Technology, Taichung, Taiwan",10.1177/21582440211068467
Nor Azimah Chew,Abdullah,first,"Universiti Utara Malaysia, Sintok, Malaysia",10.1177/21582440211059177
Nazlina,Zakaria,additional,"Universiti Utara Malaysia, Sintok, Malaysia",10.1177/21582440211059177
