given,family,sequence,affiliation,DOI
Francisco Javier,Melendez-Hernandez,first,Ex-Universidad Veracruzana.,10.20935/al3217
Zsuzsanna,Tóth-Izsó,first,Eötvös Loránd University of Budapest,10.20935/al2692
Veronika,Heé,first,,10.20935/al2602
Wenceslao,Segura,first,,10.20935/al2878
Sankalpa,Sahoo,first,,10.20935/al2664
Germano,Pollnow,first,,10.20935/al2435
Don,Olcott Jr.,first,,10.20935/al2389
Tulio,Barrios,first,,10.20935/al3183
Vincent,Icheku,additional,London South Bank University,10.20935/al3083
Wazeer,Murtala,first,,10.20935/al3192
Svetlana,Radtchenko-Draillard,first,Paris Diderot University - University of Paris,10.20935/al2499
José Carlos,Pachón-M,first,São Paulo University - USP,10.20935/al2638
Fay,Patel,first,,10.20935/al2974
Nick,Mapletoft,first,University Centre Quayside,10.20935/al3361
Rafael,Galvão de Almeida,first,"PhD. in economics, Federal University of Minas Gerais, Brazil",10.20935/al3215
Kevin,Burrell,first,Burman University,10.20935/al3400
Michael,Depear,first,,10.20935/al2902
Uyiosa,Omoregie,first,,10.20935/al3425
Mohathir,Sheikh,first,,10.20935/al2622
Peter,Johnson,additional,,10.20935/al2622
John,Johnson,additional,,10.20935/al2622
Angela,Kazmierczak,additional,,10.20935/al2622
Jasrita,Singh,additional,,10.20935/al2622
Austin,Mardon,additional,,10.20935/al2622
Amyn,Sajoo,first,"Simon Fraser University, Vancouver, Canada",10.20935/al3391
DEEPALI,SETH,first,Dayalbagh Educational Institute,10.20935/al3477
Jessie Ming Sin,Wong,first,The Open University of Hong Kong,10.20935/al3091
Andrew,Calise,first,London School of Economics,10.20935/al2160
Heather,Huntington,additional,"Teachers College, Columbia University and Nassau Community College",10.20935/al3661
Arturo,Carsetti,first,,10.20935/al2648
Suhasini,Vincent,first,Université Paris 2 - Panthéon Assas,10.20935/al2519
Rakesh,Ranjan,first,Tata Institute of Social Sciences,10.20935/al2650
Duncan,Hubber,first,School of Arts - Federation University Australia,10.20935/al2906
Fredrick,Aila,first,Maseno University,10.20935/al3612
Kurniawan Arif,Maspul,first,University of Suffolk,10.20935/al3588
Fina,Amalia,first,International Open University,10.20935/al3588
Stuart W.,Mirsky,first,,10.20935/al2852
Tom,Hashimoto,first,University of Oxford / ISM University of Management and Economics,10.20935/al2765
Prince,Chikwere,first,"Department of Nursing, School of Biomedical and Allied Health Sciences, All Nations University, Koforidua, Ghana",10.20935/al3168
Godwin Uzoma,Chikwere,additional,"Faculty of Business and Management Studies, Koforidua Technical University, Koforidua, Ghana",10.20935/al3168
Reshelle,Marino,first,Southeastern Louisiana University,10.20935/al3141
Laura,Fazio-Griffith,additional,Southeastern Louisiana University,10.20935/al3141
Chinwe,Sam-Amobi,first,,10.20935/al2722
Kingsley Ejike,Anih,additional,,10.20935/al2722
Rosemary,Nnaemeka-Okeke,additional,,10.20935/al2722
Aygül,Çınar Sevim,first,,10.20935/al2713
Christine,Ganzer,first,,10.20935/al2748
Alan,Jacobs,additional,,10.20935/al2748
Gregor,Mobius,first,,10.20935/al2955
SERGE CLAUDE,EBOA EDOUBE,first,,10.20935/al2626
Lawrence Kabuthi,Kabinga,first,The Kenya Institute of Management,10.20935/al3369
Neria,Sebastien,first,Seattle University,10.20935/al3208
Diego Antonio,Marín Bucio,additional,,10.20935/al3664
Vishanthini,Kanasan,first,"Centre for Global Sustainability Studies, University Sains Malaysia",10.20935/al3276
Mohd Sayuti,Hassan,additional,"Centre for Global Sustainability Studies, University Sains Malaysia",10.20935/al3276
Melih,Kökcü,first,Ibn Haldun University,10.20935/al3018
Vivian,Paes Galvani,first,,10.20935/al2803
Dr Ramzi,Bendebka,first,"Department of Inter-Disciplinary Studies, IIUM, Malaysia",10.20935/al2539
Grit Kirstin,Koeltzsch,first,UE-CISOR/CONICET-National Unversity of Jujuy,10.20935/al2819
Patrice,Morgan,first,City University of New York,10.20935/al3174
Stanislaw,Jedrzejewski,first,Kozminski University,10.20935/al3941
Stephen,Paul,first,Robert Morris University,10.20935/al2985
Tracy,Henley,additional,"Texas A&M University, Commerce",10.20935/al2985
Michael,Arochi Joseph,first,,10.20935/al3754
Alison,Gil Campa,first,ABD Doctorate UNED,10.20935/al3895
Papiya Yeasmin,Minu,first,,10.20935/al2885
Marie,Salgues,first,"Centre des Matériaux de Mines d'Alès (C2MA), Université de Montpellier",10.20935/al2905
Mahmoud,Hayek,additional,"Centre des Matériaux de Mines d'Alès (C2MA), Université de Montpellier",10.20935/al2905
Jean-Claude,Souche,additional,"Centre des Matériaux de Mines d'Alès (C2MA), Université de Montpellier",10.20935/al2905
Sylvain Pioch,Lagam,additional,Université Paul-Valéry,10.20935/al2905
Tina,Lindhard,first,International University of Professional Studies,10.20935/al507
Marcírio,Gessinger,first,,10.20935/al2837
Robert,Mcbain,first,,10.20935/al3116
Ananna,Arna,first,,10.20935/al2778
Austin,Mardon,additional,,10.20935/al2778
Andrés,Fraguela Collar,first,,10.20935/al2744
Carmen Patricia,Rosas Colín,additional,,10.20935/al2744
Stephen,Muecke,first,Flinders University of South Australia,10.20935/al11
Ofer,Gal,first,The University of Sydney,10.20935/al145
A.R.M.,Imtiyaz,first,Temple University,10.20935/al109
V.,Ameerdeen,additional,,10.20935/al109
Mohamed,Kandil,first,Menoufiya University,10.20935/al171
stephen,carruthers,first,"Technological University Dublin, Ireland",10.20935/al249
Mohamed Saad,Mohamed Elbaz,first,,10.20935/al1726
Dr. Aly,Abdul-Samea Qoura,additional,"Faculty of Education, Mansoura University",10.20935/al1726
Albert,Weideman,first,,10.20935/al2248
Emmanuel,MANIRAFASHA,first,"Department of Chemical and Biochemical Engineering, College of Chemistry and Chemical Engineering, and The Key Lab for Synthetic Biotechnology of Xiamen City Xiamen University, Xiamen 361005, China 2: University of Rwanda - College of Education, Kigali, Rwanda 3: HEALTHY FOOD & FEED CO., (H.F.C) Ltd., TRUST FOR SUSTAINABLE GROUP LTD.",10.20935/al1125
Theoneste,NDIKUBWIMANA,additional,"4: Head of Academic Quality, Accreditation, Standards and Qualifications Framework      Department, Higher Education Council (HEC), P.O.BOX 6311 Kigali, Rwanda",10.20935/al1125
Lin,MAO,additional,"5: Fisheries College, Jimei University, Xiamen, Fujian 361021, China",10.20935/al1125
Jing,KEJU,additional,"1: Department of Chemical and Biochemical Engineering, College of Chemistry and Chemical Engineering, and The Key Lab for Synthetic Biotechnology of Xiamen City Xiamen University, Xiamen 361005, China",10.20935/al1125
Leonidas,Argyraspid,first,,10.20935/al1599
Roman,Maydanyk,first,"Dr. Sc. (Law), Prof., Professor of Department of Civil Law  at the School of Law, Taras Shevchenko National University of Kyiv",10.20935/al1589
Nataliia,Maydanyk,additional,"PhD in Law, Associate Professor, Professor of the Department of Civil and Labour Law at the School of Law,  Vadym Hetman National Economic University of Kyiv",10.20935/al1589
Natalia,Popova,additional,"PhD in Law, Doctoral Student of F. G. Burchak Scientific and Research Institute of Private law and Enterpreneurship of the National Academy of Legal Sciences of Ukraine",10.20935/al1589
Geraldine Ann,Patrick Encina,first,,10.20935/al1694
Jan,Schoonderbeek,first,,10.20935/al1230
Marco,Dumont,additional,,10.20935/al1230
Jan,Sitvast,additional,,10.20935/al4162
Pedro,Redondo,first,,10.20935/al2158
Faruk,Hadžić,first,Independent researcher,10.20935/al1639
Rasaq,Olabomi,first,National Institute for Policy and Strategic Studies,10.20935/al3406
Prof. Mahmoud,Edessy,first,,10.20935/al3266
Prof. Reda,Tawfik,additional,,10.20935/al3266
Faraz,Ahmed,first,,10.20935/al1242
Shahzeb,Shafi,additional,,10.20935/al1242
Muhammad Hamzah,Masood,additional,,10.20935/al1242
Simone,Zanello,first,,10.20935/al2358
Jose,Riera,first,Washington State University,10.20935/al1851
Carla,De Lira,additional,Washington State University,10.20935/al1851
Prema,Rao,first,"Freelancer, Consultant for Language and Literacy. Former Professor of Language Pathology at the All India Institute of Speech and Hearing, Mysore, India",10.20935/al1057
Guy,DELMARCEL,first,,10.20935/al2113
Emem,Udoh,first,,10.20935/al1009
Samuel,Karim,first,Ernest Bai Koroma University of Science and Technology,10.20935/al3410
Alpha Latif,Kabia,additional,Ernest Bai Koroma University of Science and Technology,10.20935/al3410
Sesan,Busayo,first,,10.20935/al2666
Dayupathi Eranda Nipunika,Mandawala,first,"Faculty of Science - Horizon Campus, Sri Lanka",10.20935/al3670
Prabath,Karunanayake,additional,"China Harbour Engineering Co. Ltd., Sri Lanka",10.20935/al3670
Edgar,Danielyan,first,Independent Scholar,10.20935/al1097
Evaristo,Martínez-Radío,first,,10.20935/al1034
Maria Francesca,Borney,first,Agenzia Regionale Protezione Ambiente (ARPA) Valle d'Aosta,10.20935/al3272
Florida Daniela,Damasco,additional,Agenzia Regionale Protezione Ambiente (ARPA) Valle d'Aosta,10.20935/al3272
Maria Cristina,Gibellino,additional,Agenzia Regionale Protezione Ambiente (ARPA) Valle d'Aosta,10.20935/al3272
Eric,Grange,additional,Agenzia Regionale Protezione Ambiente (ARPA) Valle d'Aosta,10.20935/al3272
Kenneth,Lang,first,Glenville State College,10.20935/al3012
Singh,Mohit,first,IIT Delhi,10.20935/al2797
Amer Hamad Issa,Abukhalaf,first,"Florida Institute for Built Environment Resilience,  M.E. Rinker, Sr. School of Construction Management, College of design construction and planning, University of Florida",10.20935/al2576
Hosik,Min,first,University of South Alabama,10.20935/al4024
Roma,Hanks,additional,University of South Alabama,10.20935/al4024
Denise,Lewis,additional,University of Georgia,10.20935/al4024
Desiree,Seponski,additional,University of Georgia,10.20935/al4024
Kyoung-il,Ko,first,,10.20935/al3541
Bereket,Wondimu,first,pipinowolde@yahoo.com,10.20935/al3402
Hershey,Friedman,first,"Brooklyn College, CUNY",10.20935/al2364
Linda W.,Friedman,additional,"Baruch College, CUNY",10.20935/al2364
Noelia,Marqués Cobeta,first,,10.20935/al2569
Louay,Fatoohi,first,,10.20935/al2595
Eric,Clausen,first,,10.20935/al3465
Juri,Plusnin,first,"National Research University “Higher School of Economics” (HSE), Moscow, Russia",10.20935/al3263
Lori,Maguire,first,University of Reims,10.20935/al2408
Biswaranjan,Paital,first,Odisha University of Agriculture and Technology,10.20935/al3131
Tapas Ranjan,Behera,additional,"SCB Medical College and Hospital, Cuttack, Odisha",10.20935/al3131
Arlinda,Cabral,first,"CeiED -  Interdisciplinary Research Centre for Education and Development /Universidade Lusófona, Portugal",10.20935/al3378
Marvellous,Etuk,first,"Member of Marine & Atmospheric Coastal Ocean Research Network, Institute of Oceanography, University of Calabar, Cross River State",10.20935/al3397
Paschal,Uzomah,additional,"Member of Marine & Atmospheric Coastal Ocean Research Network, Institute of Oceanography, University of Calabar, Cross River State",10.20935/al3397
Michaela,Keck,additional,,10.20935/al619
Nashid,Nigar,first,Monash University,10.20935/al494
Ivan,Nokhrin,first,Chelyabinsk State University,10.20935/al344
Katyayani,Singh,first,,10.20935/al806
John,Sedgwick,first,University of Portsmouth,10.20935/al86
John R.,Roberts,first,SIL International,10.20935/al44
Thiago,Canettieri,additional,,10.20935/al827
Laurence,Coupe,first,Manchester Metropolitan University,10.20935/al89
Larissa,Shmailo,additional,,10.20935/al702
Stephen,Llano,first,St. John's University,10.20935/al131
Alice,Gruber,first,University of Applied Science Heilbronn,10.20935/al178
Malcolm,Sawyer,first,University of Leeds,10.20935/al276
James,Wetzel,first,Villanova University,10.20935/al154
Narissra M.,Punyanunt-Carter,first,Texas Tech University,10.20935/al236
Jobi,Martinez,additional,,10.20935/al236
Michael,Fedoroff,additional,,10.20935/al830
Elnaz,Rashidian,first,"University of Konstanz, Germany",10.20935/al362
Ahmed,Abdelhafez,first,"Minia University, Egypt",10.20935/al295
Dr. Gil,Ontai,first,Springfield College,10.20935/al248
Jon,Woodson,first,Howard University,10.20935/al82
Jacquelynn,Baas,first,"University of California, Berkeley",10.20935/al114
Manuel,Vargas,first,"University of California, San Diego",10.20935/al128
Eda Elif,Tibet,first,University of Bern,10.20935/al285
Fatma,Yalcin,additional,,10.20935/al285
Bernard,White,first,Sahmyook University,10.20935/al175
Christopher,Ketcham,first,University of Houston-Downtown,10.20935/al26
Yelena,Rudenko,first,"Institute of Oriental Studies, Almaty",10.20935/al520
Arnavi,Patel,first,,10.20935/al141
Jasrita,Singh,additional,,10.20935/al141
Austin,Mardon,additional,,10.20935/al141
Roscoe,Scarborough,first,College of Coastal Georgia,10.20935/al247
Arlene,Talbert,first,Sunflower School,10.20935/al301
Effnu,Subiyanto,first,,10.20935/al626
Gayle,Kimball,first,"California State University, Chico",10.20935/al607
Pierre,Gervois,first,New York University,10.20935/al297
Nazneen,Akhter,first,North-South University of Bangladesh,10.20935/al593
Steve,McCarty,first,Osaka Jogakuin University,10.20935/al434
Wesley,De Sena,first,,10.20935/al519
Cherry,Canovan,first,,10.20935/al675
Curt,Blakely,first,,10.20935/al807
Maria Antónia,P. Almeida,first,,10.20935/al1098
Lukáš,Perný,first,,10.20935/al396
Kurt,Fawver,first,,10.20935/al576
Luis,Beltrán Almería,first,University of Zaragoza,10.20935/al643
Chana,Algarvio,first,,10.20935/al397
Fagbamigbe,Margaret,first,Catholic University of Eastern Africa,10.20935/al424
Tomasz,Giaro,first,University of Warsaw,10.20935/al425
Hernán,Ramírez,first,CNPq,10.20935/al469
Jay,Albanese,first,Virginia Commonwealth University,10.20935/al310
Deborah,Hurn,first,Avondale College,10.20935/al427
Ruben,Perez-Hidalgo,first,,10.20935/al732
Jonathan,Quartey,additional,,10.20935/al432
Agnieszka,Kisztelińska-Węgrzyńska,additional,,10.20935/al713
Molefinyana,Phera,first,,10.20935/al1016
Zulfia,Abawe,additional,,10.20935/al693
Felipe,Matti,additional,,10.20935/al715
Angela,Little,first,,10.20935/al574
Angus,Sibley,first,,10.20935/al783
Colin,Pennington,additional,,10.20935/al252
Pietro,Amado,additional,,10.20935/al252
Brandon,Harris,additional,,10.20935/al252
Brandon,Howe,additional,,10.20935/al252
Nick,Jarvis,additional,,10.20935/al252
Sergio,Prieto Díaz,first,Cátedra CONACYT-ECOSUR,10.20935/al933
Pieter,de Wilde,first,,10.20935/al815
Adebayo Moyosore,ADENIYI,first,,10.20935/al764
Matthew,Pulis,first,University of Malta,10.20935/al579
Casey,LaFrance,first,Western Illinois University,10.20935/al553
Gabriel,Ellis,additional,,10.20935/al749
Bienvenido Bones,Banez,first,,10.20935/al650
Jun,Kabigting,first,,10.20935/al368
Tharindu,Weerasinghe,first,,10.20935/al549
B. K.,Liyanage,additional,,10.20935/al549
M. A. D.,Lakmali,additional,,10.20935/al549
Akrivi,Vagena,first,,10.20935/al765
Chi Wui,Ng,first,,10.20935/al708
Ricardo,Páez,first,,10.20935/al790
Olga,Baysha,first,,10.20935/al671
Marc,Muehlenbach,first,,10.20935/al818
Kees,Koonings,first,,10.20935/al730
Dirk,Kruijt,additional,,10.20935/al730
Gilbert,Baybayon,additional,,10.20935/al692
Alessandro,Ricci,first,,10.20935/al1298
Milos,Djordjevic,first,,10.20935/al534
Mohammad,Omidi,first,,10.20935/al767
Soheil,Mohtaram,additional,,10.20935/al767
Ali,Omidi,additional,,10.20935/al767
Muhammad Aamir,Shahzad,first,,10.20935/al1199
Jacques,Cabaret,first,,10.20935/al1296
bernadette Amukahara   Joy,egede,first,,10.20935/al491
Sk. Nafiz,Rahaman,first,,10.20935/al758
Nishat,Shermin,additional,,10.20935/al758
Isabel,Auler,first,,10.20935/al595
Liz,Feld,additional,,10.20935/al867
Franco L.,Souza,additional,,10.20935/al855
Marco Aurélio,dos Santos,first,,10.20935/al760
Juan Ramon,Vidal Romani,first,Instituto Universitario de Geología.University of Coruña (Spain),10.20935/al1163
Marcos,Vaqueiro-Rodríguez,additional,Instituto Universitario de Geología.University of Coruña (Spain),10.20935/al1163
Juneman,Abraham,first,"Psychology Department, Faculty of Humanities, Bina Nusantara University",10.20935/al1345
Pihri,Buhaerah,additional,"Economic Research Centre, Indonesian Institute of Sciences (LIPI)",10.20935/al1345
Unggul Purnomo,Aji,additional,University of Missouri-Kansas City,10.20935/al1345
Sandersan,Onie,additional,"Black Dog Institute, University of New South Wales",10.20935/al1345
Surya,Dalimunthe,additional,Global Institute for Sustainable Prosperity (GISP),10.20935/al1345
Charles E.,Speaks,additional,,10.20935/al741
Sarah Huxtable,Mohr,additional,,10.20935/al866
Fred,Awaah,first,,10.20935/al906
Slawomir,Wycislak,first,,10.20935/al1198
Baris,Topcular,first,,10.20935/al1189
Cigdem,Turkmen,additional,,10.20935/al1189
Philip,Smith,additional,,10.20935/al669
Lawrencia,Pirpir,first,,10.20935/al1520
Naveena,Daram,first,"Oakland University William Beaumont School of Medicine, Rochester, MI",10.20935/al1606
Mona,"Fakih, D.O.",additional,"Obstetrics & Gynecology, Beaumont Health, Dearborn Heights, MI",10.20935/al1606
Ali,"Alhousseini, MD PhD",additional,"Maternal and Fetal Medicine, Beaumont Health, Royal Oak, MI",10.20935/al1606
Talema,Moged,first,,10.20935/al1623
Worku,Gebrehiwot,additional,Ethiopian Space Science and Technology Institute,10.20935/al1623
Ricardo,Barcelona,first,,10.20935/al2024
Yuri,Yatsenko,first,,10.20935/al680
Natali,Hritonenko,additional,,10.20935/al680
MOEIN,MORADI,first,"Moein Moradi is a PhD student of English Literature, Shahid Beheshti University, Tehran, Iran.",10.20935/al1263
KOLAWOLE,CHABI,first,,10.20935/al791
Juan,Vega,first,,10.20935/al333
Levi,Manda,first,,10.20935/al1299
St. John,Simpson,first,"Department of the Middle East, The British Museum",10.20935/al1389
Chinthani,Senavirathna,first,,10.20935/al1504
Kostas,Tepelenis,first,"Department of Surgery, University Hospital of Ioannina, Ioannina, 45500, Greece.",10.20935/al2471
Nikolaos,Tepelenis,additional,"Department of Pathology, Agia Sofia Children’s Hospital, Athens, 11527, Greece",10.20935/al2471
Maria - Alexandra,Kefala,additional,"Pediatrician, Ioannina, 45500, Greece",10.20935/al2471
Konstantinos,Vlachos,additional,"Department of Surgery, University Hospital of Ioannina, Ioannina, 45500, Greece",10.20935/al2471
Su Chiu,Kuo,first,Academia Sinica,10.20935/al3123
Niruba,Sarath Jayasundara,first,"Trincomalee Campus, Eastern University, Sri Lanka",10.20935/al1050
Waldemar,Deluga,first,"University of Ostrava, Czech Republic",10.20935/al1174
Seda H.,Bostancı,first,Assoc.Prof.Dr. at Tekirdağ Namık Kemal University,10.20935/al1115
Mark,Ruffalo,first,,10.20935/al997
Siamuden,Pasarly,first,,10.20935/al2365
Dr. Priti,Verma,additional,Sharda University,10.20935/al2365
Vinay,Kumar,additional,Thapar Institute of Engineering and Technology,10.20935/al4135
Rahul,Upadhyay,additional,Thapar Institute of Engineering and Technology,10.20935/al4135
Pedro,Correia,first,University of Coimbra Faculty of Law,10.20935/al4720
Sandra,Pereira,additional,University of Coimbra Faculty of Law,10.20935/al4720
Bonsile,Ndlangamandla,additional,,10.20935/al4761
Sharon,Vassallo,first,University of Malta,10.20935/al4670
Adeyinka,Aina,first,University of Central Lancashire,10.20935/al2469
Celso Eduardo,Olivier,first,Instituto Alergoimuno de Americana,10.20935/al4157
Jhessica Letícia Santos,Santana,additional,Faculdade de Americana/Instituto Alergoimuno de Americana,10.20935/al4157
Regiane Patussi Santos,Lima,additional,Instituto Alergoimuno de Americana,10.20935/al4157
Bruno,Damião,additional,Faculdade de Americana,10.20935/al4157
Patrícia  Ucelli,Simioni,additional,Faculdade de Americana,10.20935/al4157
Govind,Kelkar,first,"GenDev Centre for Research and Innovation, India",10.20935/al4396
Surinder,K.Batra,first,"Department of Biochemistry and Molecular Biology, University of Nebraska Medical Center, Omaha, NE, U.S.A",10.20935/al4736
Ramakanth,Chirravuri-Venkata,additional,"Department of Biochemistry and Molecular Biology, University of Nebraska Medical Center, Omaha, NE, U.S.A",10.20935/al4736
Jyoti,B.Kaushal,additional,"Department of Biochemistry and Molecular Biology, University of Nebraska Medical Center, Omaha, NE, U.S.A",10.20935/al4736
David,Champion,first,Slippery Rock University,10.20935/al4485
Neloy Kumar,Chakroborty,first,"​Thapar School of Liberal Arts \& Sciences, Thapar Institute of Engineering \& Technology",10.20935/al4518
Damanjot,Kaur,additional,"School of Chemistry \& Biochemistry, Thapar Institute of Engineering \& Technology",10.20935/al4518
Frank Lamadoku,Attila,first,University of Cape Coast,10.20935/al4221
Renata F.,CARDINALI,first,Universidad Nacional de Rio Cuarto,10.20935/al4517
Sumon,Chandra Shell,first,"Department of Genetics and Plant Breeding, Sher-e-Bangla Agricultural University, Dhaka",10.20935/al4437
Asma,Binti Hafiz,additional,"Department of English, Jagannath University, Dhaka",10.20935/al4437
Vera,Boneva,first,"State University of Library Studies and IT, Sofia",10.20935/al4249
Rongqing,Dai,first,,10.20935/al3522
Ty,Wenglar,first,Southeastern University,10.20935/al3644
Adeel,Zeerak,first,,10.20935/al4847
Sharif,Abouleish,additional,,10.20935/al4381
Ojuge Livian Elizabeth,FOLORUNSHO,additional,"Department of Sociology, Faculty of the Social Sciences - University of Ibadan (Ibadan, Nigeria)",10.20935/al4547
Ifeanyi Emmanuel,Okonkwo,additional,"Nnamdi Azikiwe University, Awka, Nigeria; University of Cape Town, SA",10.20935/al4690
Blessing,Udo,additional,"University of Uyo, Nigeria",10.20935/al4690
Benjamin,Woolf,first,University of Bristol,10.20935/al3395
Nasiphi,Moya,first,University of the Western Cape,10.20935/al3902
Shih-hsun,Liu,first,"Assistant Curator, Department of Painting, Calligraphy, Rare Books and Historical Documents, National Palace Museum",10.20935/al2031
Gaurav Kumar,Dubey,first,"Department of Nuclear Medicine, Jawaharlal Institute of Post Graduate Medical Education and Research, Puducherry India 605006",10.20935/al3991
Sanjay,Fuloria,first,"IBS, Hyderabad",10.20935/al4820
Gigi,Tevzadze,first,Ilia State University,10.20935/al4619
Sergei,Korchevoi,additional,MA,10.20935/al3412
Alexey,Petraikin,additional,"MD, PhD",10.20935/al3412
Richard,Campbell,first,The Australian National University,10.20935/al3979
Bernard,Monteron,additional,University of Southern Philippines Foundation/Bukidnon State University - Talisayan Campus,10.20935/al3986
Erwin,Siron,first,University of the Philippines Open University,10.20935/al4755
Fouad,Mami,first,University of Adrar,10.20935/al4141
Jimmy,Borah,first,"Senior Manager – Legal and Advocacy Division, Aaranyak",10.20935/al3972
Rowa,Nabil,first,Cairo University,10.20935/al4510
Mohamed,Elawdy,first,"Urology Dept., Sohar Hospital, Ministry of Health - Sultanate of Oman",10.20935/al1441
Emad,E. Mousa,additional,"Urology Dept., Sohar Hospital, Ministry of Health - Sultanate of Oman",10.20935/al1441
Varna,Menon,additional,"Pathology Dept., Sohar Hospital, Ministry of Health - Sultanate of Oman",10.20935/al1441
Yasser,Razek,additional,"Radiology Dept., Sohar Hospital, Ministry of Health - Sultanate of Oman",10.20935/al1441
Nick,Mapletoft,first,University Centre Quayside,10.20935/al4214
Cas,Wepener,first,Stellenbosch University,10.20935/al4332
Ignatius,Swart,additional,University of the Western Cape,10.20935/al4332
Andrew,Latham,first,Macalester College,10.20935/al4341
Vitor,de Sousa[1],additional,Universidade do Minho,10.20935/al4440
Hugo,Baas,additional,,10.20935/al4525
Mario Coca,Morante,first,"Escuela de Ciencias Forestales. Departamento de Fitotecnia. Facultad de Ciencias Agrícolas y Pecuarias. Universidad Mayor de San Simón. Cochabamba, Bolivia.",10.20935/al4714
Peter,Devenish-Meares,additional,Queensland University of Technology,10.20935/al4515
Claudia,Pitterle,first,,10.20935/al4727
Douglas,Oliveira Diniz Gonçalves,first,PhD Researcher in Universidad de Deusto,10.20935/al4771
Mamudo,Saide,first,Universidade Eduardo Mondlane,10.20935/al4682
Ferenc,Miszlivetz,first,Institute of Advanced Studies Kőszeg,10.20935/al4107
Mariann,Szabó,additional,"Research fellow, Institute of Advanced Studies Kőszeg",10.20935/al4107
László,Karvalics Z.,additional,"Research fellow, Institute of Advanced Studies Kőszeg",10.20935/al4107
Jody Patricia,Jensen,additional,"Jean Monnet Chair for European Solidarity and Social Cohesion, Institute of Advanced Studies Kőszeg",10.20935/al4107
Katalin,Galambos,additional,"Katalin Galambos, Research fellow, Institute of Advanced Studies Kőszeg",10.20935/al4107
Frank,Baron,first,University of Kansas,10.20935/al4604
Paula,Gowdie,additional,York University,10.20935/al4779
Eduardo,Martín del Toro,first,,10.20935/al2387
David,Dove,first,,10.20935/al4818
Winston,Hurst,additional,,10.20935/al4818
Steven,Di Naso,additional,,10.20935/al4818
Md. Shafiqul,Islam,additional,State University of Bangladesh,10.20935/al4406
Shakib,Zohrehvandi,first,"New Technologies department, Center for European Studies, Kharazmi University, Tehran, Iran",10.20935/al4765
Roberta,Heydenberk,additional,Lehigh University,10.20935/al4653
Warren,Heydenberk,additional,Lehigh University,10.20935/al4653
Priscilla,Adomako Gyasi,first,Jiangsu University,10.20935/al4677
Lulin,Zhou,additional,Jiangsu University,10.20935/al4677
Ehikioya Hilary,Osolase,first,Universiti Putra Malaysia,10.20935/al4616
Joseph,Asiedu,first,"Regent University College of Science and Technology, Department of Accounting and Finance",10.20935/al4759
Joshua,Akanyonge,additional,"Regent University College of Science and Technology, Department of Accounting and Finance",10.20935/al4759
Dilys,Dickson,additional,Heritage Christian College,10.20935/al4759
Alfred,Asapeo,additional,C. K. Tedam University Of Technology \& Applied Sciences,10.20935/al4759
Maria,Shahzadi,first,The University of Lahore,10.20935/al4734
Muhammad,Bilal,additional,The University of Lahore,10.20935/al4734
Nagashree,Gollapally,additional,MET Rishikul Vidyalaya,10.20935/al4647
Roman,Ivashko,additional,,10.20935/al4694
Yihalem,Kebete,additional,Bahir Dar University,10.20935/al4785
Colum,Ruane,first,"The Chinese University of Hong Kong, Shenzhen",10.20935/al4801
Shahab,Uddin,additional,"Master’s Degree Student, The University of Tokyo, Japan",10.20935/al4829
Jean-Yves,Maleuvre,additional,,10.20935/al4810
Ravinjay,Kuckreja,first,Universitas Hindu Negeri I Gusti Bagus Sugriwa,10.20935/al4373
Chinatsu,TAKEDA,additional,"Otsuma Women's University, Tokyo, Japan",10.20935/al4748
Guy,McPherson,first,,10.20935/al498
Glenn,Lykken,first,"Professor Emeritus, Physics and Astrophysics, University of North Dakota, Grand Forks, ND 58202-7129",10.20935/al4212
Thomas,Ward,additional,"TechSource, Inc",10.20935/al4212
Berislav,Momčilović,additional,,10.20935/al4212
Jon,Traudt,additional,,10.20935/al4212
Wattana,Songpetchmongkol,additional,,10.20935/al4883
Zachary,Zoet,first,,10.20935/al2401
Özge,Ayas,first,,10.20935/al1228
James,Fischer,first,,10.20935/al1154
Moses,Jachi,first,"Manicaland State University of Applied Sciences, Zimbabwe",10.20935/al3559
Jonathan Tawanda,Satande,additional,"Midlands State University, Zimbabwe",10.20935/al3559
Ramadhani,Mpasiwakomu,first,,10.20935/al3803
Ivo Vasconcelos,Pedrosa,first,"PhD in Economic Science from the State University of Campinas (UNICAMP), Campinas, SP, and Professor from the University of Pernambuco (UPE)",10.20935/al829
Eleni,Alexandropoulou,additional,,10.20935/al812
Nidhal,Al-Shanti,first,,10.20935/al2739
Michele,Ciancimino,first,"Fellow at University of Ferrara and PhD student at LUMSA, Department of Law, Palermo",10.20935/al1291
Vladlen,Fridman,first,Retired,10.20935/al2282
João,Carolino,first,"Regimento de Sapadores Bombeiros de Lisboa, Portugal",10.20935/al4319
Berhanemeskel Weldegerima,Atsbeha,first,"Social and Administrative Pharmacy Department, School of Pharmacy, College of Medicine and Health Sciences, University of Gondar",10.20935/al3444
Wassie Getahun,Nigatu,additional,"Marketing Management Department, College of Business and Economics, University of Gondar",10.20935/al3444
Halim,Zeghdoudi,first,Badji Mokhtar - Annaba University,10.20935/al4028
Konstantin,Lidin,first,,10.20935/al651
WILLIAM,ANTWI,first,,10.20935/al694
Tarik,Richardson,additional,,10.20935/al924
Fahid,Qurashi,first,,10.20935/al870
K.C.,Barrientos,first,,10.20935/al849
